Left context,Center,Right context,Created,Sphere,Type,Full context
поду́мали- поду́мали / с ле́вого пла́на, как ,уда́рили миномёты / за миномётами / пулемёты / а ,2005,"кино, нехудожественная",киномелодрама,"Ну жа́бы поду́мали- поду́мали / с ле́вого пла́на как уда́рили миномёты / за миномётами / пулемёты / а неме́цкая полкова́я артилле́рия…  [Саше] Споко́йно / споко́йно / ва́с вы́зовут. [Максим Коростышевский, Наталья Назарова. Дура, к/ф (2005)] [омонимия не снята]"
Я́ у ва́с спра́шиваю /, ка́к ,мо́жно было рабо́тать с те́м пугачо́м / ,2005,"кино, нехудожественная",киномелодрама,"Я́ у ва́с спра́шиваю / ка́к мо́жно было рабо́тать с те́м пугачо́м / када́ в ё м не хвата́ло са́мой гла́вной ча́сти?    [Максим Коростышевский, Наталья Назарова. Дура, к/ф (2005)] [омонимия не снята]"
Огляни́сь вокру́г!, Как ,хорошо́ на бе́лом све́те! ,1936,"кино, нехудожественная",кинокомедия,"Огляни́сь вокру́г! Как хорошо́ на бе́лом све́те!  [Михаил Вернер, Сергей Сиделев. Девушка спешит на свидание, к/ф (1936)] [омонимия не снята]"
Тако́й /, как ,ты́ законове́д!   ,1936,"кино, нехудожественная",кинокомедия,"Тако́й / как ты́ законове́д!    [Михаил Вернер, Сергей Сиделев. Девушка спешит на свидание, к/ф (1936)] [омонимия не снята]"
Во́т, как ,,1936,"кино, нехудожественная",кинокомедия,"Во́т как!  [Михаил Вернер, Сергей Сиделев. Девушка спешит на свидание, к/ф (1936)] [омонимия не снята]"
Ми́лый бра́тец /, как ,обы́чно…  ,1936,"кино, нехудожественная",кинокомедия,"Ми́лый бра́тец / как обы́чно…   [Михаил Вернер, Сергей Сиделев. Девушка спешит на свидание, к/ф (1936)] [омонимия не снята]"
Ра́но?, Ка́к ,ра́но? ,1936,"кино, нехудожественная",кинокомедия,"Ра́но? Ка́к / ра́но?  [Михаил Вернер, Сергей Сиделев. Девушка спешит на свидание, к/ф (1936)] [омонимия не снята]"
А ва́с, ка́к ,ли́чно- то?   ,1943,"кино, нехудожественная",киноповесть,"А ва́с ка́к ли́чно- то?    [Евгений Габрилович, Лев Славин, Леонид Луков. Два бойца, к/ф (1943)] [омонимия не снята]"
запиши́ меня́ и отме́ть га́лочкой?, Ка́к ,я́ с тобо́й разгова́риваю? ,1943,"кино, нехудожественная",киноповесть,"запиши́ меня́ и отме́ть га́лочкой? Ка́к я́ с тобо́й разгова́риваю?  [Евгений Габрилович, Лев Славин, Леонид Луков. Два бойца, к/ф (1943)] [омонимия не снята]"
Подожди́ / а, ка́к ,мы́ бу́дем зада́чу с музыка́нтами реша́ть? ,1943,"кино, нехудожественная",киноповесть,"Подожди́ / а ка́к мы́ бу́дем зада́чу с музыка́нтами реша́ть?  [Евгений Габрилович, Лев Славин, Леонид Луков. Два бойца, к/ф (1943)] [омонимия не снята]"
Приве́т?, Ка́к ,настрое́ние? ,1943,"кино, нехудожественная",киноповесть,"Приве́т? Ка́к настрое́ние?  [Евгений Габрилович, Лев Славин, Леонид Луков. Два бойца, к/ф (1943)] [омонимия не снята]"
, Ка́к ,сказа́л О́ливер Кро́мвель / Никто́ не впра́ве… ,1943,"кино, нехудожественная",киноповесть,"Ка́к сказа́л О́ливер Кро́мвель / Никто́ не впра́ве… Слу́шай / а кто́ тако́й О́ливер Кро́мвель?    [Евгений Габрилович, Лев Славин, Леонид Луков. Два бойца, к/ф (1943)] [омонимия не снята]"
Во́т / ремо́нт /, как ,вы́ ви́дите / не зако́нчен.,1961,"кино, нехудожественная",кинокомедия,"Во́т / ремо́нт / как вы́ ви́дите / не зако́нчен. [Борис Бедный, Юлий Райзман, Юрий Чулюкин. Девчата, к/ф (1961)] [омонимия не снята]"
Э́то…, Ка́к ,Ту́т… ка́к… ка́к уго́дно.,1961,"кино, нехудожественная",кинокомедия,"Э́то… Ка́к… Ту́т… ка́к… ка́к уго́дно. [Борис Бедный, Юлий Райзман, Юрий Чулюкин. Девчата, к/ф (1961)] [омонимия не снята]"
Ну а, ка́к ,ина́че- то? ,1961,"кино, нехудожественная",кинокомедия,"Ну а ка́к ина́че- то?  [Борис Бедный, Юлий Райзман, Юрий Чулюкин. Девчата, к/ф (1961)] [омонимия не снята]"
одино́честве / я́ проголосу́ю та́к же /, как ,все́.,1961,"кино, нехудожественная",кинокомедия,"И е́сли я́ по-пре́жнему оста́нусь в одино́честве / я́ проголосу́ю та́к же / как все́. [Борис Бедный, Юлий Райзман, Юрий Чулюкин. Девчата, к/ф (1961)] [омонимия не снята]"
пу́сть судьба́ э́того ма́льчика реши́тся /, как ,реши́тся.,1961,"кино, нехудожественная",кинокомедия,"И пу́сть судьба́ э́того ма́льчика реши́тся / как реши́тся. [Борис Бедный, Юлий Райзман, Юрий Чулюкин. Девчата, к/ф (1961)] [омонимия не снята]"
цена́ головы́ / де́ньги / ордена́ / чины́?, Ка́к ,ты́ ду́маешь / кто́ э́то?   ,1984,"кино, нехудожественная","кинокомедия, киномелодрама","цена́ головы́ / де́ньги / ордена́ / чины́? Ка́к ты́ ду́маешь / кто́ э́то?    [Алексей Толстой, Григорий Горин, Марк Захаров. Формула любви, к/ф (1984)] [омонимия не снята]"
Смотри́ /, ка́к ,ты́ её разрисова́л.,1984,"кино, нехудожественная","кинокомедия, киномелодрама","Смотри́ / ка́к ты́ её разрисова́л. [Алексей Толстой, Григорий Горин, Марк Захаров. Формула любви, к/ф (1984)] [омонимия не снята]"
Смотри́ /, ка́к ,бы осе́чки не вы́шло / се́но- соло́ма! ,1984,"кино, нехудожественная","кинокомедия, киномелодрама","Смотри́ / ка́к бы осе́чки не вы́шло / се́но- соло́ма!  [Алексей Толстой, Григорий Горин, Марк Захаров. Формула любви, к/ф (1984)] [омонимия не снята]"
Да то́лько э́ти дво́е /, как ,на духу́!   ,1984,"кино, нехудожественная","кинокомедия, киномелодрама","Да то́лько э́ти дво́е / как на духу́!    [Алексей Толстой, Григорий Горин, Марк Захаров. Формула любви, к/ф (1984)] [омонимия не снята]"
э́ти дво́е / как на духу́?, Ка́к ,село́ называ́ется?   ,1984,"кино, нехудожественная","кинокомедия, киномелодрама","э́ти дво́е / как на духу́? Ка́к село́ называ́ется?    [Алексей Толстой, Григорий Горин, Марк Захаров. Формула любви, к/ф (1984)] [омонимия не снята]"
у на́с в ка́драх / зна́ешь /, ка́к ,его…  ,1987,"кино, нехудожественная","кино историческое, кино приключенческое","Да у на́с в ка́драх / зна́ешь / ка́к его…   [Нина Соротокина, Светлана Дружинина, Юрий Нагибин. Гардемарины, вперед!, к/ф (1987)] [омонимия не снята]"
, Как ,поду́маю про со́мовские пирожки́ / слю́нки теку́т.,1987,"кино, нехудожественная","кино историческое, кино приключенческое","Как поду́маю про со́мовские пирожки́ / слю́нки теку́т. [Нина Соротокина, Светлана Дружинина, Юрий Нагибин. Гардемарины, вперед!, к/ф (1987)] [омонимия не снята]"
Ну чё ты, как ,э́тот- то / ну отпусти́!   ,1987,"кино, нехудожественная","кино историческое, кино приключенческое","Ну чё ты как э́тот- то / ну отпусти́!    [Нина Соротокина, Светлана Дружинина, Юрий Нагибин. Гардемарины, вперед!, к/ф (1987)] [омонимия не снята]"
Каки́х миллионе́ров., Ка́к ,каки́х / Бессо́льцева.  ,1987,"кино, нехудожественная","кино историческое, кино приключенческое","Каки́х миллионе́ров. Ка́к каки́х / Бессо́льцева.   [Нина Соротокина, Светлана Дружинина, Юрий Нагибин. Гардемарины, вперед!, к/ф (1987)] [омонимия не снята]"
э́ти па́мятники явля́ются бесце́нной сокро́вищницей!, Ка́к ,вам не сты́дно!   ,1987,"кино, нехудожественная","кино историческое, кино приключенческое","э́ти па́мятники явля́ются бесце́нной сокро́вищницей! Ка́к вам не сты́дно!    [Нина Соротокина, Светлана Дружинина, Юрий Нагибин. Гардемарины, вперед!, к/ф (1987)] [омонимия не снята]"
Ти́ки та́к., Ка́к ,стемне́ет / бу́дем бра́ть.  ,1990,"кино, нехудожественная",кинодрама,"Ти́ки та́к. Ка́к стемне́ет / бу́дем бра́ть.   [Михаил Коновальчук, Сергей Сельянов. Духов день, к/ф (1990)] [омонимия не снята]"
Все́ да́нные подтвержда́ют / что э́то, как ,ра́з и́менно то́т са́мый шле́м / кото́рый ,1990,"кино, нехудожественная",кинодрама,"Все́ да́нные подтвержда́ют / что э́то как ра́з и́менно то́т са́мый шле́м / кото́рый бы́л уте́рян Алекса́ндром Македо́нским во вре́мя его́ инди́йского похо́да.   [Михаил Коновальчук, Сергей Сельянов. Духов день, к/ф (1990)] [омонимия не снята]"
Охраня́ть на́до бы́ло, как ,сле́дует ва́ши нахо́дки.  ,1990,"кино, нехудожественная",кинодрама,"Охраня́ть на́до бы́ло как сле́дует ва́ши нахо́дки.   [Михаил Коновальчук, Сергей Сельянов. Духов день, к/ф (1990)] [омонимия не снята]"
Здра́сьте / Ма́ша?, Ка́к ,там мо́й Ди́мка / не ба́луется?   ,1990,"кино, нехудожественная",кинодрама,"Здра́сьте / Ма́ша? Ка́к там мо́й Ди́мка / не ба́луется?    [Михаил Коновальчук, Сергей Сельянов. Духов день, к/ф (1990)] [омонимия не снята]"
и сажа́ем в тюрьму́?, Ка́к ,это? ,1990,"кино, нехудожественная",кинодрама,"и сажа́ем в тюрьму́? Ка́к это?  [Михаил Коновальчук, Сергей Сельянов. Духов день, к/ф (1990)] [омонимия не снята]"
Ну, ка́к ,,1967,"кино, нехудожественная",киномелодрама,"Ну ка́к?    [Радий Погодин, Радомир Василевский, Юрий Чулюкин. Дубравка, к/ф (1967)] [омонимия не снята]"
Посмотри́те /, как ,стра́нно освещено́ мо́ре.,1967,"кино, нехудожественная",киномелодрама,"Посмотри́те / как стра́нно освещено́ мо́ре. [Радий Погодин, Радомир Василевский, Юрий Чулюкин. Дубравка, к/ф (1967)] [омонимия не снята]"
не зна́ю / что́ он де́лает /, ка́к ,слу́жит / я́ зна́ю то́лько / что о́н… ,1967,"кино, нехудожественная",киномелодрама,"Я́ не зна́ю / что́ он де́лает / ка́к слу́жит / я́ зна́ю то́лько / что о́н… лаке́й.   [Радий Погодин, Радомир Василевский, Юрий Чулюкин. Дубравка, к/ф (1967)] [омонимия не снята]"
Вы́ не тако́й, как ,все́ / вы́ поймёте меня́.  ,1967,"кино, нехудожественная",киномелодрама,"Вы́ не тако́й как все́ / вы́ поймёте меня́.   [Радий Погодин, Радомир Василевский, Юрий Чулюкин. Дубравка, к/ф (1967)] [омонимия не снята]"
и вспо́мните обо мне́ / то́лько, как ,о приключе́нии / куро́ртном рома́нчике с како́й-то ,1967,"кино, нехудожественная",киномелодрама,"А е́сли и вспо́мните обо мне́ / то́лько как о приключе́нии / куро́ртном рома́нчике с како́й-то да́мой с соба́чкой. [Радий Погодин, Радомир Василевский, Юрий Чулюкин. Дубравка, к/ф (1967)] [омонимия не снята]"
Че́сть береги́ смо́лоду /, как ,пла́тье / сно́ву»? ,1968,"кино, нехудожественная",киномелодрама,"Че́сть береги́ смо́лоду / как пла́тье / сно́ву»?  [Георгий Натансон, Эдвард Радзинский. Еще раз про любовь, к/ф (1968)] [омонимия не снята]"
Че́сть / э́то твоё досто́инство /, как ,ты́ его́ понима́ешь.,1968,"кино, нехудожественная",киномелодрама,"Че́сть / э́то твоё досто́инство / как ты́ его́ понима́ешь. [Георгий Натансон, Эдвард Радзинский. Еще раз про любовь, к/ф (1968)] [омонимия не снята]"
Че́сть / э́то твоё досто́инство /, как ,ты́ его́ понима́ешь.,1968,"кино, нехудожественная",киномелодрама,"Че́сть / э́то твоё досто́инство / как ты́ его́ понима́ешь. [Георгий Натансон, Эдвард Радзинский. Еще раз про любовь, к/ф (1968)] [омонимия не снята]"
Да, ка́к ,ты сме́л? ,1968,"кино, нехудожественная",киномелодрама,"Да ка́к ты сме́л?  [Георгий Натансон, Эдвард Радзинский. Еще раз про любовь, к/ф (1968)] [омонимия не снята]"
Да ка́к ты сме́л!, Ка́к ,ты посме́л / по́длая твоя́ душа́!   ,1968,"кино, нехудожественная",киномелодрама,"Да ка́к ты сме́л! Ка́к ты посме́л / по́длая твоя́ душа́!    [Георгий Натансон, Эдвард Радзинский. Еще раз про любовь, к/ф (1968)] [омонимия не снята]"
Да, ка́к ,ты сме́л? ,1968,"кино, нехудожественная",киномелодрама,"Да ка́к ты сме́л?  [Георгий Натансон, Эдвард Радзинский. Еще раз про любовь, к/ф (1968)] [омонимия не снята]"
Да ка́к ты сме́л!, Ка́к ,ты посме́л / по́длая твоя́ душа́!   ,1968,"кино, нехудожественная",киномелодрама,"Да ка́к ты сме́л! Ка́к ты посме́л / по́длая твоя́ душа́!    [Георгий Натансон, Эдвард Радзинский. Еще раз про любовь, к/ф (1968)] [омонимия не снята]"
А, ка́к ,теа́тр? ,1968,"кино, нехудожественная",киномелодрама,"А ка́к теа́тр?  [Георгий Натансон, Эдвард Радзинский. Еще раз про любовь, к/ф (1968)] [омонимия не снята]"
Де́вять ле́т челове́к пи́шет свою́ /, ка́к ,её? ,2000,"кино, нехудожественная",кинокомедия,"Де́вять ле́т челове́к пи́шет свою́ / ка́к её?  [Иван Охлобыстин, Роман Качанов мл.. ДМБ, к/ф (2000)] [омонимия не снята]"
Ты́ рассужда́ешь /, как ,дика́рь!   ,2000,"кино, нехудожественная",кинокомедия,"Ты́ рассужда́ешь / как дика́рь!    [Иван Охлобыстин, Роман Качанов мл.. ДМБ, к/ф (2000)] [омонимия не снята]"
на́м под о́кна ка́ждое у́тро /, как ,на слу́жбу!   ,2000,"кино, нехудожественная",кинокомедия,"Соверше́нно незнако́мый челове́к явля́ется к на́м под о́кна ка́ждое у́тро / как на слу́жбу!    [Иван Охлобыстин, Роман Качанов мл.. ДМБ, к/ф (2000)] [омонимия не снята]"
что́б о́н с тобо́й заговори́л?, Ка́к ,тебе́ не сты́дно?   ,2000,"кино, нехудожественная",кинокомедия,"что́б о́н с тобо́й заговори́л? Ка́к тебе́ не сты́дно?    [Иван Охлобыстин, Роман Качанов мл.. ДМБ, к/ф (2000)] [омонимия не снята]"
Чёрт /, как ,до́лго не́т авто́буса!   ,2000,"кино, нехудожественная",кинокомедия,"Чёрт / как до́лго не́т авто́буса!    [Иван Охлобыстин, Роман Качанов мл.. ДМБ, к/ф (2000)] [омонимия не снята]"
Не понима́ю /, ка́к ,вы мо́жете чита́ть в таку́ю мину́ту?   ,1961,"кино, нехудожественная",киноповесть,"Не понима́ю / ка́к вы мо́жете чита́ть в таку́ю мину́ту?    [Александр Митта, Александр Хмелик, Алексей Салтыков, Сергей Ермолинский. Друг мой, Колька!, к/ф (1961)] [омонимия не снята]"
Всего́ до́брого / сэ́р., Как ,зна́ть / мо́жет / на́ши доро́ги пересеку́тся.,1961,"кино, нехудожественная",киноповесть,"Всего́ до́брого / сэ́р. Как зна́ть / мо́жет / на́ши доро́ги пересеку́тся. [Александр Митта, Александр Хмелик, Алексей Салтыков, Сергей Ермолинский. Друг мой, Колька!, к/ф (1961)] [омонимия не снята]"
Се́рдце ми́сс Ли́ттл непристу́пно /, как ,Фо́рт Но́кс.  ,1961,"кино, нехудожественная",киноповесть,"Се́рдце ми́сс Ли́ттл непристу́пно / как Фо́рт Но́кс.   [Александр Митта, Александр Хмелик, Алексей Салтыков, Сергей Ермолинский. Друг мой, Колька!, к/ф (1961)] [омонимия не снята]"
Би́лли / а, ка́к ,уба́вить све́т? ,1961,"кино, нехудожественная",киноповесть,"Би́лли / а ка́к уба́вить све́т?  [Александр Митта, Александр Хмелик, Алексей Салтыков, Сергей Ермолинский. Друг мой, Колька!, к/ф (1961)] [омонимия не снята]"
Ви́дел /, как ,о́н крути́лся со свои́м шла́нгом?   ,1961,"кино, нехудожественная",киноповесть,"Ви́дел / как о́н крути́лся со свои́м шла́нгом?    [Александр Митта, Александр Хмелик, Алексей Салтыков, Сергей Ермолинский. Друг мой, Колька!, к/ф (1961)] [омонимия не снята]"
А у ва́с тепло́ / су́хо?, Ка́к ,вы́?   ,1992,"кино, нехудожественная",кинокомедия,"А у ва́с тепло́ / су́хо? Ка́к вы́?    [Аркадий Инин, Леонид Гайдай. На Дерибасовской хорошая погода, или На Брайтон-Бич опять идут дожди, к/ф (1992)] [омонимия не снята]"
Ну, ка́к ,,1992,"кино, нехудожественная",кинокомедия,"Ну ка́к?  [Аркадий Инин, Леонид Гайдай. На Дерибасовской хорошая погода, или На Брайтон-Бич опять идут дожди, к/ф (1992)] [омонимия не снята]"
Хорошо́ ла́зишь?, Ка́к ,жи́знь / Митю́ха?   ,1992,"кино, нехудожественная",кинокомедия,"Хорошо́ ла́зишь? Ка́к жи́знь / Митю́ха?    [Аркадий Инин, Леонид Гайдай. На Дерибасовской хорошая погода, или На Брайтон-Бич опять идут дожди, к/ф (1992)] [омонимия не снята]"
Ты́ са́м- то, ка́к ,а́? ,1992,"кино, нехудожественная",кинокомедия,"Ты́ са́м- то ка́к / а́?  [Аркадий Инин, Леонид Гайдай. На Дерибасовской хорошая погода, или На Брайтон-Бич опять идут дожди, к/ф (1992)] [омонимия не снята]"
Завила́ го́лову /, как ,овца́.,1992,"кино, нехудожественная",кинокомедия,"Завила́ го́лову / как овца́. [Аркадий Инин, Леонид Гайдай. На Дерибасовской хорошая погода, или На Брайтон-Бич опять идут дожди, к/ф (1992)] [омонимия не снята]"
Ты́ что́-нибудь понима́ешь…, Ка́к ,те сказа́ть…  ,2002,"кино, нехудожественная",кино детское,"Ты́ что́-нибудь понима́ешь… Ка́к те сказа́ть…   [Алексей Щеглов, Олег Газе, Семен Морозов. Ералаш-155 (киножурнал) (2002)] [омонимия не снята]"
Про́бку / про́бку- то откро́й?, Ка́к ,про́бка? ,2002,"кино, нехудожественная",кино детское,"Про́бку / про́бку- то откро́й? Ка́к про́бка?  [Алексей Щеглов, Олег Газе, Семен Морозов. Ералаш-155 (киножурнал) (2002)] [омонимия не снята]"
Ва́с, ка́к ,зову́т?   ,2002,"кино, нехудожественная",кино детское,"Ва́с ка́к зову́т?    [Алексей Щеглов, Олег Газе, Семен Морозов. Ералаш-155 (киножурнал) (2002)] [омонимия не снята]"
О́й, как ,интере́сно.,2002,"кино, нехудожественная",кино детское,"О́й как интере́сно. [Алексей Щеглов, Олег Газе, Семен Морозов. Ералаш-155 (киножурнал) (2002)] [омонимия не снята]"
Вы́глядит, как ,огу́рчик.  ,2002,"кино, нехудожественная",кино детское,"Вы́глядит как огу́рчик.   [Алексей Щеглов, Олег Газе, Семен Морозов. Ералаш-155 (киножурнал) (2002)] [омонимия не снята]"
О́й, ка́к ,неохо́та на му́зыку идти́.  ,1958,"кино, нехудожественная","киноповесть, экранизация","О́й ка́к неохо́та на му́зыку идти́.   [Иосиф Хейфиц, Юрий Герман. Дорогой мой человек, к/ф (1958)] [омонимия не снята]"
А, ка́к ,,1958,"кино, нехудожественная","киноповесть, экранизация","А ка́к?    [Иосиф Хейфиц, Юрий Герман. Дорогой мой человек, к/ф (1958)] [омонимия не снята]"
Ну, ка́к , ка́к?   ,1958,"кино, нехудожественная","киноповесть, экранизация","Ну ка́к, ка́к?    [Иосиф Хейфиц, Юрий Герман. Дорогой мой человек, к/ф (1958)] [омонимия не снята]"
"та́к – не ходи́, и всё?", Ка́к ,та́к?   ,1958,"кино, нехудожественная","киноповесть, экранизация","та́к – не ходи́, и всё? Ка́к та́к?    [Иосиф Хейфиц, Юрий Герман. Дорогой мой человек, к/ф (1958)] [омонимия не снята]"
"Так я́ пойду́, оте́ц.", Как ,хо́чешь.,1958,"кино, нехудожественная","киноповесть, экранизация","Так я́ пойду́, оте́ц. Как хо́чешь. [Иосиф Хейфиц, Юрий Герман. Дорогой мой человек, к/ф (1958)] [омонимия не снята]"
Расска́з о то́м /, как ,Москва́ очища́ла себя́ от гря́зи / накопи́вшейся ,1980,"кино, нехудожественная",кинодетектив,"Расска́з о то́м / как Москва́ очища́ла себя́ от гря́зи / накопи́вшейся со времён царя́ Салта́на / Бори́са Годуно́ва / и е́сли хоти́те / да́же Евге́ния Оне́гина.   [Валерий Родченко, Эдгар (Эдуард) Дубровский. Два долгих гудка в тумане, к/ф (1980)] [омонимия не снята]"
е́сли хоти́те / да́же Евге́ния Оне́гина., Ка́к ,мы́ пи́шем вдвоём.  ,1980,"кино, нехудожественная",кинодетектив,"е́сли хоти́те / да́же Евге́ния Оне́гина. Ка́к мы́ пи́шем вдвоём.   [Валерий Родченко, Эдгар (Эдуард) Дубровский. Два долгих гудка в тумане, к/ф (1980)] [омонимия не снята]"
А во́т, как ,,1980,"кино, нехудожественная",кинодетектив,"А во́т как. [Валерий Родченко, Эдгар (Эдуард) Дубровский. Два долгих гудка в тумане, к/ф (1980)] [омонимия не снята]"
Во́т, как ,мы́ пи́шем вдвоём.  ,1980,"кино, нехудожественная",кинодетектив,"Во́т как мы́ пи́шем вдвоём.   [Валерий Родченко, Эдгар (Эдуард) Дубровский. Два долгих гудка в тумане, к/ф (1980)] [омонимия не снята]"
Удиви́тельно /, ка́к ,э́то не уме́ют у на́с цени́ть ,1980,"кино, нехудожественная",кинодетектив,"Удиви́тельно / ка́к э́то не уме́ют у на́с цени́ть люде́й!  [Валерий Родченко, Эдгар (Эдуард) Дубровский. Два долгих гудка в тумане, к/ф (1980)] [омонимия не снята]"
Ну́, как ,ска́жешь.  ,1989,"кино, нехудожественная","кинокомедия, киномюзикл, экранизация","Ну́ как ска́жешь.   [Адольф д’Эннери, Жан-Поль Дюмануар, Михаил Донской, Ян Фрид. Дон Сезар де Базан, к/ф (1989)] [омонимия не снята]"
Ты́ погляди́ /, как ,ба́тя- то вскочи́л.  ,1989,"кино, нехудожественная","кинокомедия, киномюзикл, экранизация","Ты́ погляди́ / как ба́тя- то вскочи́л.   [Адольф д’Эннери, Жан-Поль Дюмануар, Михаил Донской, Ян Фрид. Дон Сезар де Базан, к/ф (1989)] [омонимия не снята]"
Так, ка́к ,же э́то? ,1989,"кино, нехудожественная","кинокомедия, киномюзикл, экранизация","Так ка́к же э́то?  [Адольф д’Эннери, Жан-Поль Дюмануар, Михаил Донской, Ян Фрид. Дон Сезар де Базан, к/ф (1989)] [омонимия не снята]"
Так ка́к же э́то?, Ка́к ,это? ,1989,"кино, нехудожественная","кинокомедия, киномюзикл, экранизация","Так ка́к же э́то? Ка́к это?  [Адольф д’Эннери, Жан-Поль Дюмануар, Михаил Донской, Ян Фрид. Дон Сезар де Базан, к/ф (1989)] [омонимия не снята]"
